,日期,摊薄每股收益(元),加权每股收益(元),每股收益_调整后(元),扣除非经常性损益后的每股收益(元),每股净资产_调整前(元),每股净资产_调整后(元),每股经营性现金流(元),每股资本公积金(元),每股未分配利润(元),调整后的每股净资产(元),总资产利润率(%),主营业务利润率(%),总资产净利润率(%),成本费用利润率(%),营业利润率(%),主营业务成本率(%),销售净利率(%),股本报酬率(%),净资产报酬率(%),资产报酬率(%),销售毛利率(%),三项费用比重,非主营比重,主营利润比重,股息发放率(%),投资收益率(%),主营业务利润(元),净资产收益率(%),加权净资产收益率(%),扣除非经常性损益后的净利润(元),主营业务收入增长率(%),净利润增长率(%),净资产增长率(%),总资产增长率(%),应收账款周转率(次),应收账款周转天数(天),存货周转天数(天),存货周转率(次),固定资产周转率(次),总资产周转率(次),总资产周转天数(天),流动资产周转率(次),流动资产周转天数(天),股东权益周转率(次),流动比率,速动比率,现金比率(%),利息支付倍数,长期债务与营运资金比率(%),股东权益比率(%),长期负债比率(%),股东权益与固定资产比率(%),负债与所有者权益比率(%),长期资产与长期资金比率(%),资本化比率(%),固定资产净值率(%),资本固定化比率(%),产权比率(%),清算价值比率(%),固定资产比重(%),资产负债率(%),总资产(元),经营现金净流量对销售收入比率(%),资产的经营现金流量回报率(%),经营现金净流量与净利润的比率(%),经营现金净流量对负债比率(%),现金流量比率(%),短期股票投资(元),短期债券投资(元),短期其它经营性投资(元),长期股票投资(元),长期债券投资(元),长期其它经营性投资(元),1年以内应收帐款(元),1-2年以内应收帐款(元),2-3年以内应收帐款(元),3年以内应收帐款(元),1年以内预付货款(元),1-2年以内预付货款(元),2-3年以内预付货款(元),3年以内预付货款(元),1年以内其它应收款(元),1-2年以内其它应收款(元),2-3年以内其它应收款(元),3年以内其它应收款(元),ric
4,2023-03-31,0.0664,0.06,0.06,--,6.6249,6.2526,-0.0568,2.4407,2.6859,--,0.4505,8.742,0.4515,2.8538,2.8104,90.2161,2.2643,6.6354,1.0016,0.4505,--,5.5816,3.7995,316.3275,0.0132,0.7392,717994748.88,1.01,1.01,154073224.41,-1.0604,15.6524,3.0115,1.5244,4.1541,21.6653,26.6888,3.3722,--,0.1994,451.3541,0.5327,168.9506,0.4443,1.1986,1.026,47.1801,280.0625,3.2846,44.9812,19.722,--,122.3152,98.5391,30.4807,--,141.7434,111.0681,195.1754,--,55.0188,41277745961.23,-0.0194,-0.0039,-0.8558,-0.007,-1.2751,--,--,--,1664110019.94,--,--,--,--,--,--,--,--,--,--,--,--,--,--,002010
5,2022-12-31,0.2906,0.26,0.26,0.16,6.5654,6.1847,0.5309,2.4405,2.6226,--,1.9815,7.9572,1.9866,3.1841,3.1456,91.0306,2.2072,73.0389,11.1248,4.9801,--,5.6272,9.0734,255.8655,0.003,9.6831,2936250118.54,4.3,4.35,467210795.84,4.262,-64.3125,2.4298,0.5236,24.4651,14.7148,26.2802,13.6985,23.1914,0.9001,399.9556,2.2681,158.7232,2.0295,1.2123,1.0412,51.177,357.3115,2.6998,44.7654,18.2607,1076.5783,123.3868,97.3772,28.9733,58.1008,137.0994,111.9702,194.4333,4.1581,55.2346,41104426055.81,0.0403,0.0362,1.8269,0.0655,11.3611,--,--,--,726139898.03,--,--,--,147194193.01,19536405.7,208724998.45,--,9350107.96,507962.87,--,--,1142650041.3,63299409.5,269415374.36,002010
6,2022-09-30,0.2343,0.2,0.2,--,6.5008,6.1275,0.199,2.4572,2.5831,--,1.6652,8.2121,1.6349,2.9845,2.9421,90.8168,2.3293,23.4273,3.6038,1.6652,--,5.3078,8.8559,283.3899,--,7.2046,2314877259.52,3.53,3.55,548122555.69,11.4782,-32.0002,9.91,3.0231,14.2002,19.0138,24.3693,11.0795,--,0.7019,384.6702,1.8057,149.5265,1.5581,1.0632,0.9203,37.5241,391.981,6.4735,46.2071,14.2074,--,116.4168,104.4023,23.5165,--,136.503,105.9112,198.8572,--,53.7929,39430021316,0.0198,0.0141,0.8493,0.0263,4.0721,--,--,--,715447205.45,--,--,--,--,--,--,--,--,--,--,--,--,--,--,002010
7,2022-06-30,0.1694,0.15,0.15,0.13,6.4796,6.0949,0.1241,2.4632,2.5272,--,1.1791,8.3097,1.1699,3.2717,3.1945,90.7786,2.5803,58.6274,9.048,4.0816,--,5.3122,11.9247,261.8358,--,6.2919,1528708617.05,2.63,2.64,404299621.42,15.3524,-16.4542,11.0957,9.6501,9.5366,18.8747,30.1689,5.9664,11.9272,0.4534,397.0004,1.1445,157.2739,1.0185,0.9975,0.8086,34.3342,403.7714,-121.7189,45.1105,11.5249,1126.7543,121.678,108.6463,20.3493,57.9723,136.4035,111.0326,194.304,4.0036,54.8895,40257047674.38,0.0189,0.0086,0.7325,0.0157,2.2398,--,--,--,698824864.56,--,--,--,102732697.13,47148813.91,197938533.46,--,15055021.51,2197408.64,--,--,324259052.89,127190633.21,104441752.97,002010
8,2022-03-31,0.0524,0.0502,0.0504,--,5.8684,5.52,-0.0632,2.1103,2.3001,--,0.3955,9.3161,0.3944,2.7724,2.7286,89.7256,1.937,5.2352,0.8921,0.3955,--,6.0001,9.4485,347.5591,0.1107,2.1901,773349385.51,0.9,0.9,166482259.63,17.2948,13.1146,10.8582,15.3668,4.0845,22.0345,33.1626,2.7139,--,0.2036,442.0432,0.5066,177.655,0.4613,1.0587,0.8731,34.4732,328.5925,6.0653,44.3318,13.3313,--,125.5716,104.7002,23.1193,--,136.1853,114.4999,191.6598,--,55.6682,40657951900.8,-0.0234,-0.0048,-1.2065,-0.0086,-1.2749,--,--,--,692660882.16,--,--,--,--,--,--,--,--,--,--,--,--,--,--,002010
0,2024-03-31,0.1083,0.11,0.11,--,4.5043,4.5094,0.099,1.1781,2.1289,--,1.2721,28.8703,1.24,10.5258,8.5508,70.4935,8.2574,10.8307,2.4045,1.2721,--,12.8821,3.4797,326.4794,--,--,215269557.6,2.42,2.46,54307745.62,41.3636,115.947,18.5999,19.1403,0.4665,192.926,111.9542,0.8039,--,0.1502,599.2011,0.1834,490.7306,0.2957,1.8388,1.5396,45.053,1197.0408,0.0279,52.9051,1.0266,--,89.0177,35.8749,1.9035,--,36.5711,84.847,216.854,--,47.0949,4839965583.79,0.0755,0.0116,0.9139,0.0247,2.6506,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,002837
1,2023-12-31,0.6135,0.61,0.61,0.56,4.3664,4.3737,0.7971,1.1491,2.0201,--,6.8502,31.7677,7.6368,14.1662,11.2226,67.6494,9.8828,79.3394,18.1705,8.8583,--,12.0775,1.9996,279.2307,0,--,1121038653.4,13.84,15.03,316268801.76,20.7198,25.8496,17.7206,25.9435,2.2061,163.1839,83.8574,4.293,12.7032,0.7727,465.8988,0.9391,383.3458,1.5375,1.7624,1.4821,39.4173,6283.9252,0.0538,48.7509,1.9328,863.7112,105.1245,33.4014,3.8135,73.7594,34.7256,100.65,198.6169,5.6443,51.2491,5091055172.06,0.1284,0.089,1.2991,0.1736,18.8806,--,--,--,--,--,--,--,--,--,--,--,1090325.83,1138310.91,--,19041659.19,73269172.61,2321901.95,4747836.56,002837
2,2023-09-30,0.3785,0.37,0.37,--,4.0944,4.1021,0.041,1.1082,1.8387,--,4.8417,31.9114,5.0666,14.0603,11.298,67.3693,10.3664,37.8547,9.2454,4.8417,--,13.5963,1.8597,277.8498,--,--,661167371.9,9.03,9.38,187279437.52,39.5148,89.6838,20.8691,12.8118,1.3987,193.0364,109.6313,2.4628,--,0.4887,552.4862,0.6065,445.1772,0.9351,1.8591,1.4952,29.6696,15708.9848,0.0601,52.3693,2.2182,--,90.9515,36.7624,4.0636,--,38.3196,86.3344,214.7017,--,47.6307,4435999775.64,0.0112,0.0052,0.1084,0.011,1.221,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,002837
3,2023-06-30,0.1661,0.16,0.16,0.14,3.8329,3.8452,-0.0447,1.0517,1.6371,--,2.2712,31.2496,2.296,10.1071,8.1623,67.9623,7.5744,32.3773,8.4472,4.4275,--,14.5069,3.3281,371.36,--,--,387141848.19,4.23,4.19,80230971.57,41.9572,90.4982,17.6272,20.5437,0.8643,208.261,109.2233,1.648,4.6305,0.3031,593.8634,0.3778,476.4426,0.5797,1.8994,1.5613,33.389,-61808.1329,0.0893,52.4133,3.3498,811.4463,90.7912,37.3291,6.0072,74.9723,39.7149,85.9291,215.012,6.4592,47.5867,4131565257.2,-0.0204,-0.0061,-0.2692,-0.0128,-1.4667,--,--,--,--,--,--,--,138601166.08,58538845.6,54770219.98,--,1429750.15,936276.3,--,87019972.8,4451934.05,3309702.49,4170138.14,002837
4,2023-03-31,0.0656,0.06,0.06,--,4.9679,4.9804,-0.1317,1.6167,2.1644,--,0.7018,31.8512,0.7036,7.1243,5.8343,67.2699,5.4054,6.5605,1.3206,0.7018,--,17.2273,4.9792,523.6576,--,--,168004122.55,1.16,1.17,20139963.91,31.8093,147.3171,15.906,18.3284,0.3751,239.936,116.4144,0.7731,--,0.1302,691.2442,0.162,555.5556,0.2472,1.9471,1.6584,37.7896,514.4191,0.0884,53.1462,3.4167,--,88.1604,36.3448,6.0405,--,38.6813,83.1983,218.8167,--,46.8538,4062409366.76,-0.1085,-0.0141,-2.0075,-0.0301,-3.4533,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,002837
5,2022-12-31,0.6376,0.64,0.64,0.59,4.8512,4.8716,0.4427,1.5646,2.1067,--,6.8553,29.2545,7.391,13.3369,10.8884,70.1868,9.4799,81.4535,16.7903,8.7572,--,11.2832,1.6969,267.4067,0,--,855161587.49,13.24,14.14,254551634.27,31.1891,39.4798,13.8849,16.9519,2.2691,158.6532,73.6437,4.8884,11.0968,0.7796,461.7753,0.9748,369.3065,1.4765,1.8341,1.5889,37.9065,13380.538,0.0328,52.1562,1.2122,786.0195,91.7319,35.0574,2.2713,77.7231,35.8722,87.3015,215.1688,6.6355,47.8438,4042332536.58,0.0658,0.0476,0.6943,0.0995,10.7385,--,--,--,--,--,--,--,--,--,--,--,1923895.69,46388.35,--,92590129.04,4122390.76,2567531.6,3232684.97,002837
6,2022-09-30,0.2605,0.27,0.27,--,4.4225,4.4435,0.2349,1.5121,1.7886,--,2.8796,29.2569,3.065,10.1817,8.5184,69.9978,7.6246,26.0541,5.8913,2.8796,--,13.4748,2.1754,341.1951,--,--,434484020.7,6.05,6.17,97512555.89,-1.238,-23.4472,6.8036,16.9604,1.3453,200.6987,158.0611,1.7082,--,0.402,671.6418,0.5067,532.8597,0.7871,1.641,1.2154,27.445,-2499.922,--,48.8783,--,--,104.5896,--,--,--,40.6964,99.8722,--,--,51.1217,3932212316.51,0.0687,0.026,0.9015,0.0508,5.3176,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,002837
7,2022-06-30,0.1133,0.12,0.12,0.09,4.2361,4.2563,-0.0835,1.4753,1.6401,--,1.4372,27.9356,1.4311,6.9407,5.9491,71.1645,5.6444,26.5099,6.2582,3.3614,--,14.3838,3.5665,465.5824,--,--,243795388.59,2.83,2.79,40096887.16,-11.0605,-52.7098,26.6833,12.9044,0.8296,216.972,136.7158,1.3166,3.3684,0.2536,709.7792,0.3255,552.9954,0.4727,1.7758,1.4118,31.2891,4237.8156,--,53.7129,--,709.287,86.1751,--,--,79.7385,42.1684,81.0943,--,7.5728,46.2871,3427441718.72,-0.0416,-0.0106,-0.7365,-0.0229,-2.4299,--,--,--,--,--,--,--,112027762.82,19516205.66,51629814.53,--,1008688.42,967803.09,--,14390967.76,3764900.85,1755023.87,4299835.98,002837
8,2022-03-31,0.0345,0.04,0.04,--,5.5719,5.5925,0.1756,2.2179,2.1935,--,0.3358,26.2512,0.3347,2.8067,2.3842,72.6169,2.8809,3.4485,0.6189,0.3358,--,16.1662,14.8584,1040.1969,--,--,105050313.85,0.68,0.68,8632121.86,17.0995,-61.1943,29.6045,17.2033,0.3769,238.7901,134.2883,0.6702,--,0.1162,774.5267,0.1488,604.8387,0.2155,1.8121,1.4947,45.5549,327.2903,--,54.2569,--,--,84.3083,--,--,--,41.0883,79.0358,--,--,45.7431,3433164378.99,0.1467,0.0171,5.0926,0.0374,3.9878,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,002837
0,2024-03-31,0.3874,0.4,0.41,--,12.4137,12.2539,-0.9055,4.5501,6.28,--,1.4444,25.588,1.4729,11.4421,10.0043,73.6068,8.7524,38.7431,3.121,1.4444,--,12.855,2.2208,256.2594,0.0004,--,192669104.76,3.18,3.3,52117107.84,19.8962,135.1655,11.7739,27.7729,0.971,92.688,94.5477,0.9519,--,0.1683,534.7594,0.2163,416.0888,0.3687,1.9721,1.6333,78.8684,1414.9056,0.0579,46.2806,2.206,--,116.0731,46.9547,4.5497,--,49.1928,89.3879,234.2261,--,53.7194,4562571436.72,-0.2046,-0.0338,-2.3371,-0.0628,-8.6197,--,--,--,22195930.71,--,--,--,--,--,--,--,--,--,--,--,--,--,--,605088
1,2023-12-31,1.7132,1.57,1.73,1.54,11.9028,11.8813,2.0154,4.2422,6.0454,--,6.4756,26.3446,7.5491,12.3597,10.5892,73.034,8.9307,393.2413,33.0377,14.8636,--,11.9612,0.8948,248.958,0.0001,--,837817471.14,14.43,14.85,252297164.83,8.1215,19.3948,15.9295,39.7442,4.8217,74.6625,91.5518,3.9322,7.1706,0.8453,425.8843,1.099,327.5705,1.7306,1.9824,1.6599,69.4359,-1977.5035,0.0294,44.9899,1.141,413.9457,122.2721,46.8919,2.4734,56.4407,48.0812,90.4039,237.7164,10.8686,55.0101,4385923545.37,0.1051,0.0762,1.1764,0.1385,19.2702,--,--,--,21746911.24,--,--,821630622.19,10949724.1,1887833.42,--,--,811613.69,181039.94,--,11066604.99,538051.78,6440249.37,--,605088
2,2023-09-30,1.3029,1.3,1.32,--,12.0918,12.0918,1.4772,4.2236,5.6786,--,5.1662,26.9188,5.9022,13.5949,11.5066,72.4246,9.4499,130.2894,10.775,5.1662,--,11.4112,1.7032,234.3491,0.0001,--,615344308.34,10.78,12.19,197575312.34,5.2188,22.5092,22.8882,39.1887,3.6512,73.9483,97.364,2.7731,--,0.6246,432.2767,0.8093,333.6216,1.2333,2.0765,1.7165,79.7918,-1024.7216,--,47.9462,--,--,108.5671,--,--,--,44.0159,79.2454,--,--,52.0538,4181375910.74,0.1071,0.0586,1.1338,0.1125,15.4157,--,--,--,1848056.26,--,--,--,--,--,--,--,--,--,--,--,--,--,--,605088
3,2023-06-30,0.8336,0.84,0.85,0.82,11.6171,11.6171,0.1573,4.2149,5.2094,--,3.4422,25.3751,3.8641,13.6835,11.4651,73.9674,9.174,292.7381,25.1989,12.0878,--,8.969,-5.3068,221.8379,0.0115,--,382290002.59,7.18,7.83,133529942.73,9.3655,33.5292,23.5833,40.3658,2.4308,74.0497,92.1942,1.9524,3.63,0.4212,427.3504,0.5463,329.4893,0.8305,2.0977,1.7535,73.6047,-398.489,--,47.9696,--,458.8905,108.4652,--,--,54.7328,44.1238,78.3432,--,10.4534,52.0304,4015157459.12,0.0173,0.0065,0.1887,0.0125,1.7285,--,--,--,1854649.36,--,--,741159141.84,6353252.28,1360225.76,--,--,4148785.24,422636.99,--,8509398.18,1755816.5,4738795.51,--,605088
4,2023-03-31,0.169,0.17,0.17,--,11.3945,11.3945,-0.2738,4.2065,5.0448,--,0.7848,22.5371,0.8354,6.6024,6.0157,76.6482,4.4623,16.9027,1.4834,0.7848,--,13.2834,-3.7375,376.1572,0.0006,--,141536445.33,1.48,1.63,20434033.58,2.9122,11.6417,23.745,36.1309,1.2096,74.4048,108.2772,0.8312,--,0.1872,480.7692,0.2455,366.5988,0.3497,2.5003,2.0158,109.2381,389.9265,--,52.9051,--,--,89.0177,--,--,--,42.5705,58.5725,--,--,47.0949,3570844808.37,-0.0723,-0.0127,-1.6198,-0.027,-4.1023,--,--,--,1872062.3,--,--,--,--,--,--,--,--,--,--,--,--,--,--,605088
5,2022-12-31,1.4348,1.46,1.47,1.29,10.2662,10.2662,2.2902,4.1981,4.8758,--,7.5793,22.5557,8.2542,10.8603,9.4504,77.0255,8.0874,338.1588,32.939,17.8634,--,9.3967,0.9619,239.16,0.0001,--,663441073.34,13.98,14.98,207795914.96,18.262,102.8832,15.068,19.5506,6.0149,59.8514,98.668,3.6486,8.0924,1.0206,352.7337,1.3311,270.453,1.8492,1.7998,1.3233,48.2028,-450.0766,--,54.2319,--,414.8031,84.3933,--,--,55.9722,46.3179,76.7162,--,13.0741,45.7681,3138536475.37,0.1291,0.121,1.5962,0.2643,29.079,--,--,--,1877504.65,--,--,572553793.97,3068355.02,1069087.52,--,--,1032450.96,115841.32,--,4321440.89,2130900.6,4500371,--,605088
6,2022-09-30,1.0635,1.06,1.06,--,9.8399,9.8399,1.404,4.1748,4.5693,--,5.8696,22.1445,6.2646,11.3832,9.6906,77.4757,8.1162,106.3533,10.8083,5.8696,--,7.79,-4.5238,227.1427,0.0001,--,481099786.31,10.81,11.56,176910363.94,19.4433,74.3433,7.9517,21.8813,4.4819,60.2423,101.3552,2.6639,--,0.7719,349.7862,0.9849,274.1395,1.3969,1.8805,1.3635,46.8675,-226.9815,--,54.306,--,--,84.1416,--,--,--,40.5436,76.3634,--,--,45.694,3004106366.6,0.1071,0.0775,1.3201,0.1696,18.6845,--,--,--,1882568.12,--,--,--,--,--,--,--,--,--,--,--,--,--,--,605088
7,2022-06-30,0.6243,0.62,0.62,0.52,9.4002,9.4002,-0.3945,4.1535,4.13,--,3.6185,20.6923,3.7736,10.3483,9.0269,78.8715,7.5139,257.2143,27.3626,14.9082,--,8.2467,0.509,228.383,0.0911,--,285045431.17,6.64,6.88,85697721.62,19.3221,60.5175,6.1869,22.9307,2.8002,64.2811,108.375,1.6609,4.2137,0.5022,358.4229,0.639,281.6901,0.907,1.9054,1.3202,48.7071,-280.661,--,54.4839,--,462.1406,83.5405,--,--,51.0827,39.6759,75.5039,--,11.7895,45.5161,2860494682.46,-0.0475,-0.0229,-0.632,-0.0502,-5.5589,--,--,--,1895321.02,--,--,573383846.22,457638.35,864938.55,--,--,1827698.55,50339.15,--,5822800.78,317539.51,4176064,--,605088
8,2022-03-31,0.1514,0.15,0.15,--,9.207,9.207,-0.2126,4.1333,3.9566,--,0.9569,20.6821,0.9565,6.1572,5.5992,78.8972,4.1134,15.1383,1.6442,0.9569,--,11.5284,8.0514,369.7457,0.0004,--,126211732.04,1.64,1.68,18280988.28,18.1583,22.6396,5.3456,16.742,1.3593,66.2105,118.6396,0.7586,--,0.2325,387.0968,0.2975,302.521,0.406,2.0632,1.404,60.2163,607.4472,--,58.2005,--,--,71.8199,--,--,--,38.6301,64.5555,--,--,41.7995,2623096945.22,-0.0578,-0.0134,-1.4042,-0.0321,-3.5764,--,--,--,1907733.94,--,--,--,--,--,--,--,--,--,--,--,--,--,--,605088
0,2024-03-31,0.1351,0.13,0.13,--,7.8891,7.8106,0.2057,3.3317,3.0376,--,1.1786,22.1337,1.1572,17.4606,14.621,76.5599,12.3155,13.514,1.713,1.1786,--,6.3591,7.993,150.5047,--,--,108213189.32,1.69,1.7,50363495.37,8.2363,309.0555,5.1529,1.7901,0.9669,93.081,130.0578,0.692,--,0.094,957.4468,0.138,652.1739,0.1403,2.2577,1.9133,97.8138,-710.4254,--,68.8042,--,--,45.34,--,--,--,47.2376,43.4529,--,--,31.1958,5108662760.55,0.1875,0.0179,1.5223,0.0575,6.001,--,--,--,220595979.56,--,--,--,--,--,--,--,--,--,--,--,--,--,--,002026
1,2023-12-31,0.4038,0.37,0.37,0.31,7.7527,7.6778,0.6826,3.3315,2.906,--,3.3962,18.1904,3.478,9.6705,8.4538,81.0212,7.601,162.5289,20.9642,13.6681,--,5.3298,13.3132,215.8641,0.0934,--,430613185.41,4.86,4.98,137633556.91,-4.0502,-21.0572,4.4286,4.9324,4.9698,72.4375,116.6559,3.086,3.3883,0.4576,786.7133,0.6401,562.4121,0.7002,2.0481,1.7351,79.0704,-643.2897,--,65.1973,--,471.0861,53.3806,--,--,57.3987,48.1073,51.4007,--,13.8398,34.8027,5298087917.38,0.1285,0.0574,1.6902,0.1649,17.1295,--,--,--,216727850.26,--,--,--,30428382.57,6252611.71,59784979.14,--,1882875.3,3970657.46,--,--,2714099.78,1644098.33,1380114.94,002026
2,2023-09-30,0.2511,0.23,0.23,--,7.6411,7.541,0.3516,3.3335,2.8054,--,2.1424,14.8127,2.1784,7.1815,6.4166,84.3703,5.7301,25.1096,3.2861,2.1424,--,4.0315,-7.9156,231.1882,--,--,289182838.49,3.09,3.13,104763360.62,2.068,-51.0951,2.2451,1.3763,4.3217,62.4754,109.4092,2.4678,--,0.3802,710.1526,0.5127,526.6238,0.5817,2.1931,1.8247,93.6319,-309.7175,--,65.1954,--,--,53.3849,--,--,--,40.1385,51.6384,--,--,34.8046,5221555925.46,0.0802,0.03,1.4002,0.0862,8.9104,--,--,--,217762965.96,--,--,--,--,--,--,--,--,--,--,--,--,--,--,002026
3,2023-06-30,0.1623,0.16,0.16,0.16,7.5543,7.4707,0.2819,3.3335,2.7331,--,1.4257,15.1576,1.4289,7.9949,7.0444,84.0141,6.1302,134.9532,17.8645,11.8553,--,3.1214,4.8718,215.5331,--,--,178785629.07,2.15,2.17,69891510.59,-13.5993,-59.1712,3.4454,-2.4567,2.7436,65.6072,127.4156,1.4127,1.7818,0.2331,772.2008,0.3144,572.5191,0.3535,2.274,1.8394,102.931,-161.1073,--,66.3621,--,510.0105,50.6885,--,--,55.5081,39.4316,48.925,--,13.0119,33.6379,5071481301.85,0.1065,0.0248,1.7371,0.0736,7.6281,--,--,--,215279051.54,--,--,--,37916866.45,20751699.9,50296431.32,--,11684686.61,1526195.91,--,--,807457.47,936334,518526.97,002026
4,2023-03-31,0.033,0.04,0.04,--,7.5031,7.424,0.1395,3.3646,2.6583,--,0.2933,18.3989,0.2924,4.214,3.9441,80.5548,3.2587,3.304,0.4403,0.2933,--,10.3924,30.9586,474.6082,--,--,83108368.02,0.49,0.49,6459088.5,-41.1523,-78.657,4.6361,7.684,1.0513,85.6083,167.9731,0.5358,--,0.0897,1003.3445,0.1209,744.4169,0.1358,2.2975,1.8822,110.487,237.0235,--,66.6039,--,--,50.1415,--,--,--,39.1122,48.3257,--,--,33.3961,5018819595.22,0.1376,0.0124,4.2233,0.0371,3.8483,--,--,--,220694997.13,--,--,--,--,--,--,--,--,--,--,--,--,--,--,002026
5,2022-12-31,0.5123,0.47,0.47,0.44,7.435,7.3526,0.6144,3.3247,2.6259,--,4.5143,19.1136,4.5987,12.4188,10.3385,80.1479,9.2385,166.1551,22.3476,14.6404,--,2.5219,5.3893,184.524,0.0488,--,471565443.19,6.31,6.5,196908265.32,-25.4564,-42.7588,5.8173,3.8078,4.7323,76.0729,134.6852,2.6729,4.0883,0.4978,723.182,0.6663,540.2972,0.767,2.2391,1.8298,95.9104,-223.6386,--,65.5119,--,498.1107,52.6441,--,--,56.4997,38.9714,50.7679,--,13.1521,34.4881,5049046888.09,0.1108,0.0541,1.1992,0.157,16.2773,--,--,--,211406456.17,--,--,--,19089212.5,22083008.69,50869380.35,--,5852126.71,776003.89,--,--,1823107.11,302407.64,1090207.3,002026
6,2022-09-30,0.5142,0.48,0.48,--,7.485,7.3912,0.3152,3.3546,2.682,--,4.4411,19.2713,4.5682,17.267,13.9077,80.0022,11.9592,51.4241,6.8703,4.4411,--,0.2087,3.8695,137.8945,--,--,368603633.08,6.46,6.62,212471742.59,-19.7818,-23.1482,17.1528,17.9136,3.7278,72.4288,135.692,1.9898,--,0.382,706.8063,0.5117,527.6529,0.5926,2.177,1.7533,83.6187,-187.7633,--,64.6415,--,--,54.6994,--,--,--,39.624,52.8587,--,--,35.3585,5150666478.75,0.0733,0.0272,0.613,0.077,7.9676,--,--,--,214670364.68,--,--,--,--,--,--,--,--,--,--,--,--,--,--,002026
7,2022-06-30,0.4007,0.38,0.38,0.36,7.3617,7.2789,0.1243,3.3268,2.596,--,3.4062,19.3175,3.5197,18.799,15.1631,79.9867,12.9725,146.3398,19.8784,12.4391,--,0.1878,4.1404,127.0653,--,--,263714470.75,5.18,5.23,158063611.3,-1.881,-1.2235,19.6052,36.6313,2.358,76.3359,123.7709,1.4543,2.4387,0.2713,663.4722,0.362,497.2376,0.428,2.0712,1.6942,91.4921,-214.1207,--,62.5758,--,564.1661,59.8063,--,--,55.1152,40.0188,57.8349,--,11.0917,37.4242,5199209839.3,0.0402,0.0106,0.3102,0.0282,2.9193,--,--,--,213663602.06,--,--,--,63657707.36,9334861.65,56100477.34,--,3679052.3,266033.2,--,--,1091639.83,336912.6,793461.7,002026
8,2022-03-31,0.1565,0.15,0.15,--,7.2485,7.1782,-0.4965,3.2988,2.5209,--,1.4798,18.4951,1.4482,12.5915,10.7711,80.8409,8.985,15.6485,2.1589,1.4798,--,4.3005,8.6151,171.1841,--,--,141964742.91,2.03,2.05,62013613.46,29.8871,-26.2821,19.4867,38.0621,1.2665,71.062,109.4757,0.8221,--,0.1612,558.3127,0.2175,413.7931,0.2429,2.8163,2.2245,118.0129,-24048.5739,0.0863,68.5439,4.0766,--,45.8919,36.8579,5.6136,--,39.05,43.8843,323.1164,--,31.4561,4660693044.56,-0.2851,-0.0469,-3.1727,-0.1493,-18.055,--,--,--,210876007.88,--,--,--,--,--,--,--,--,--,--,--,--,--,--,002026
0,2024-03-31,-0.1363,-0.0947,-0.0948,--,11.2403,9.924,-0.411,9.1427,3.5437,--,-0.8585,19.7451,-0.8538,-6.7832,-6.6936,79.8474,-6.2702,-13.633,-1.2129,-0.8585,--,18.3791,-1.7522,-295.1187,--,--,129040003.34,-0.95,-0.95,-30838737.46,3.3041,--,-10.701,-4.3938,0.425,211.7647,81.4406,1.1051,--,0.1362,660.793,0.1665,540.5405,0.1922,2.9517,2.6103,53.0791,1929.7557,--,70.779,--,--,41.2849,--,--,--,25.7409,39.1447,--,--,29.221,4773428599.81,-0.189,-0.0259,--,-0.0886,-9.3402,--,--,--,3468590.68,--,--,--,--,--,--,--,--,--,--,--,--,--,--,002819
1,2023-12-31,-0.4829,-0.28,-0.2806,-1.4269,11.3873,10.0121,-1.0528,9.1365,3.6397,--,-3.0064,19.8993,-2.9075,-5.57,-5.3952,79.8253,-4.8252,15.528,1.3636,0.9667,--,16.6812,-3.2109,-369.1411,--,--,598327871.82,-2.83,-2.57,-432694898.16,-0.5305,-116.5095,-10.7733,-6.3701,1.9988,180.1081,69.6365,5.1697,12.535,0.6026,597.4112,0.7553,476.6318,0.8288,2.9556,2.5864,69.5482,1232.1828,--,70.8951,--,1495.152,41.0535,--,--,54.4092,25.7645,39.0067,--,4.7417,29.1049,4825721521.4,-0.1052,-0.0655,--,-0.2252,-23.7024,--,--,--,3070366.31,--,--,618902189.58,189616992.03,73590493.53,111854994.53,--,3038935.34,1987614.82,--,38689264.48,15671681.98,12441016.51,33818582.28,002819
2,2023-09-30,-0.5265,-0.3543,-0.3544,--,12.071,10.6613,-1.4862,9.8585,3.5701,--,-3.2446,18.5796,-3.1527,-8.0762,-8.023,81.175,-7.3587,-52.6533,-4.362,-3.2446,--,18.0038,-2.2683,-231.3855,--,--,398978593.21,-3.38,-3.3,-119243064.12,22.7189,--,-14.4882,-5.803,1.343,201.0424,75.8214,3.561,--,0.4284,630.2521,0.5537,487.6287,0.5759,3.2179,2.7503,76.151,1733.3918,--,74.3828,--,--,34.4397,--,--,--,31.2292,32.0742,--,--,25.6172,4870332379.29,-0.2077,-0.0916,--,-0.3575,-38.3872,--,--,--,3155792.22,--,--,--,--,--,--,--,--,--,--,--,--,--,--,002819
